name,host_id,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,price,maximum_nights,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,total_amenities
X-Large room in Prime LES location,35594166,f,Lower East Side,Manhattan,40.71647336914301,-73.98874040298026,Private room in rental unit,Private room,2,1.0,139.0,365,365,1,6,0.12,227
Mi Casa - Brazil Room,5652395,f,Concourse Village,Bronx,40.81905639516414,-73.92662746971561,Private room in home,Private room,2,1.0,50.0,365,162,3,3,0.17,109
First floor small ensuite room,46789694,f,Springfield Gardens,Queens,40.66791,-73.75134,Private room in home,Private room,1,1.0,98.0,365,362,0,1,0.0,392
Elegant 1 Bedroom Near Train,436311597,No info available,Crown Heights,Brooklyn,40.67672898804211,-73.94262966616517,Entire home,Entire home/apt,4,1.0,172.0,30,35,57,9,2.84,955
Share this Comfy Guest Suite with Host + parking,492703957,f,Sheepshead Bay,Brooklyn,40.58682194878759,-73.94291475946886,Entire home,Entire home/apt,6,2.0,224.0,365,256,32,1,1.64,640
"HDTV, laundry, 11 min walk to Central Park #614",3223938,f,East Harlem,Manhattan,40.80014,-73.9416,Private room in rental unit,Private room,1,4.0,47.0,365,269,0,592,0.0,236
"HDTV, laundry, 11 min walk to Central Park #615",3223938,f,East Harlem,Manhattan,40.79906058352401,-73.94392906216123,Private room in rental unit,Private room,1,4.0,53.0,365,364,0,592,0.0,236
"Blueground | E Village, w/d, nr union square",107434423,f,East Village,Manhattan,40.7324098,-73.98747879999999,Entire rental unit,Entire home/apt,4,2.0,551.0,1125,213,0,1054,0.0,449
"Blueground | East Village, w/d, nr groceries",107434423,f,East Village,Manhattan,40.7324098,-73.98747879999999,Entire rental unit,Entire home/apt,4,2.0,479.0,1125,310,1,1054,0.06,449
"Blueground | Kips Bay, gym & doorman, nr hospitals",107434423,f,Kips Bay,Manhattan,40.7410961,-73.97825230000001,Entire rental unit,Entire home/apt,2,1.0,384.0,1125,290,0,1054,0.0,484
Midtown NYC Apartment!,15718962,t,Murray Hill,Manhattan,40.75050610317899,-73.97705958880451,Entire rental unit,Entire home/apt,2,1.0,336.0,365,128,56,1,2.91,747
Beautiful Private room,482399278,f,Harlem,Manhattan,40.82411,-73.9501,Private room in rental unit,Private room,1,1.0,40.0,365,192,1,11,0.09,501
Welcome home my lovely guest,456935537,f,Fort Hamilton,Brooklyn,40.61460042408073,-74.03510392925268,Private room in rental unit,Private room,2,1.0,103.0,365,269,0,2,0.0,120
Brooklyn Retreat Modern & Cozy,436311597,No info available,Crown Heights,Brooklyn,40.67665,-73.94492,Entire rental unit,Entire home/apt,7,2.0,282.0,30,28,42,9,2.1,796
Brooklyn central,3818314,No info available,Crown Heights,Brooklyn,40.66992221447028,-73.94233547151089,Entire home,Entire home/apt,6,1.0,199.0,365,165,69,3,3.4,525
Cozy Apartment in Queens,541996980,f,Kew Gardens Hills,Queens,40.72868,-73.82519,Entire rental unit,Entire home/apt,6,2.0,189.0,365,364,3,1,0.24,868
One bedroom apt. train/bus,32981949,f,East Harlem,Manhattan,40.79269150359715,-73.93864150771384,Private room in rental unit,Private room,2,1.0,90.0,365,71,0,1,0.0,332
Luxury high-rise in downtown NYC,396845074,t,East Village,Manhattan,40.72159,-73.97517,Entire rental unit,Entire home/apt,4,2.0,2995.0,365,357,13,5,0.69,815
"Laundry, Gym, Rooftop 3block to Prospect Park #326",3223938,f,East Flatbush,Brooklyn,40.65404636476826,-73.94872665781674,Private room in rental unit,Private room,1,4.0,44.0,365,269,0,592,0.0,256
"Exposed Brick HDTV Room, 23 min to Manhattan #298",3223938,f,Bushwick,Brooklyn,40.69191349886132,-73.91542995463648,Private room in rental unit,Private room,1,4.0,45.0,365,365,0,592,0.0,188
Spacious & bright 1BR in Hells Kitchen,206952308,f,Hell's Kitchen,Manhattan,40.76417,-73.98824,Entire rental unit,Entire home/apt,4,1.0,199.0,365,193,3,7,0.23,837
Harlem Home,508344539,t,Harlem,Manhattan,40.8279566,-73.94285529999999,Private room in rental unit,Private room,2,0.0,103.0,14,218,98,2,4.87,252
Animals lovers paradise!,349021109,f,Cypress Hills,Brooklyn,40.67895,-73.8881,Private room in home,Private room,1,1.0,72.0,365,269,0,1,0.0,533
Rare modern Apt near everything!,399284827,f,Flatbush,Brooklyn,40.645386211199984,-73.95270817831779,Private room in rental unit,Private room,1,1.0,36.0,185,253,1,1,0.06,928
Lovely Bedroom -  Central Harlem NYC,533074450,f,Harlem,Manhattan,40.81586,-73.94441,Private room in rental unit,Private room,2,1.0,43.0,365,269,0,16,0.0,85
Single deluxe room at Turtle Bay,22254869,f,Midtown,Manhattan,40.7553992,-73.9726263,Private room in rental unit,Private room,2,1.0,230.0,365,288,1,46,1.0,303
Quiet NYC Escape,489989672,f,Kips Bay,Manhattan,40.74178449118731,-73.97821635296488,Private room in rental unit,Private room,1,1.0,86.0,90,352,0,1,0.0,239
Captivatingly Charming 1 Bedroom Apartment,542706656,f,East New York,Brooklyn,40.670201838919965,-73.89928625266606,Entire guesthouse,Entire home/apt,4,1.0,104.0,365,115,51,1,2.63,664
Charming Student Housing in Manhattan,35483886,f,Midtown,Manhattan,40.75656890661076,-73.97300732468932,Private room in rental unit,Private room,2,1.0,218.0,365,206,2,14,0.27,389
Cozy Bedroom w/ private bathroom,30686388,f,Woodhaven,Queens,40.69124341984092,-73.84875623853111,Private room in home,Private room,2,1.0,104.0,28,336,17,2,1.15,607
Convenient & Cozy Hells Kitchen Home,439289821,t,Hell's Kitchen,Manhattan,40.761501033426704,-73.99496684415845,Shared room in rental unit,Shared room,1,1.0,64.0,365,312,0,1,0.0,89
Cozy unit in Brooklyn,542728435,f,Flatbush,Brooklyn,40.65238,-73.95739,Entire rental unit,Entire home/apt,1,1.0,100.0,30,89,0,1,0.0,160
Three Bedroom West Village Townhouse!,370216107,f,Greenwich Village,Manhattan,40.73417425653768,-73.9957515546644,Entire rental unit,Entire home/apt,7,3.0,949.0,365,87,46,1,2.42,229
"Entire 1BR Apartment near LGA Flushing, 7 Train",530349907,t,College Point,Queens,40.780562658976734,-73.84290810312837,Entire home,Entire home/apt,2,1.0,142.0,40,250,49,1,2.43,559
Unique Concept Coliving Room,533074450,f,Harlem,Manhattan,40.8158564,-73.9444091,Private room in rental unit,Private room,2,1.0,43.0,365,206,1,16,1.0,85
Lovely ROOM,533074450,f,Harlem,Manhattan,40.8158564,-73.9444091,Private room in rental unit,Private room,2,1.0,43.0,365,269,0,16,0.0,85
Modern private BR Central Harlem,533074450,f,Harlem,Manhattan,40.8158564,-73.9444091,Private room in rental unit,Private room,2,1.0,46.0,365,269,0,16,0.0,85
Brooklyn oasis,388071431,t,East Flatbush,Brooklyn,40.66155424030006,-73.92295537407742,Private room in rental unit,Private room,2,2.0,149.0,28,347,19,1,2.03,633
Historic Brownstone Garden Apartment with Patio,65135935,f,Brooklyn Heights,Brooklyn,40.69179560301516,-73.9976583168474,Entire rental unit,Entire home/apt,2,1.0,250.0,120,148,0,1,0.0,1270
"Nice Private Room,16 min To Manhathan",341452050,t,Sunnyside,Queens,40.74424,-73.915899,Private room in rental unit,Private room,2,1.0,48.0,365,225,6,1,0.34,516
Luxury location Sunny 1BR Suite,3906249,f,Midtown,Manhattan,40.7648,-73.97513,Entire rental unit,Entire home/apt,2,1.0,190.0,365,248,3,1,0.22,829
Manhattan Small Single Room,214135354,f,Upper East Side,Manhattan,40.7766,-73.9551,Private room in rental unit,Private room,1,1.0,102.0,60,262,66,2,3.55,426
Starr Place I by RoveTravel | 2BR Duplex w/ Patio,17775359,t,Bushwick,Brooklyn,40.7058221,-73.9227784,Entire rental unit,Entire home/apt,4,2.0,249.0,730,321,1,88,0.33,806
Starr Place II by RoveTravel | Cozy 3BR Bushwick,17775359,t,Bushwick,Brooklyn,40.7058221,-73.9227784,Entire rental unit,Entire home/apt,5,3.0,116.0,730,263,1,88,0.1,946
Gotham House I by RoveTravel |4BR Triplex w/Garden,17775359,t,Hell's Kitchen,Manhattan,40.7609198,-73.9939638,Entire rental unit,Entire home/apt,8,4.0,673.0,730,267,1,88,0.05,809
Highland Place 8R by RoveTravel | Luxury 3BR Nomad,17775359,t,Midtown,Manhattan,40.745168,-73.9898668,Entire rental unit,Entire home/apt,6,3.0,558.0,730,259,2,88,0.13,828
Tiny TwistedVintage beach/Hot tub  JFK airport,168054716,t,Rockaway Beach,Queens,40.58802,-73.81506,Tiny home,Entire home/apt,2,0.0,232.0,14,256,18,4,1.45,1194
1290-3 New Renovated 2 Bedrooms in UES,162280872,f,Upper East Side,Manhattan,40.7660428,-73.95707809999999,Entire rental unit,Entire home/apt,4,2.0,287.0,365,329,1,237,0.14,531
Very Private Studio Style Space in Manhattan,42676520,t,Harlem,Manhattan,40.80712929609037,-73.9464870640931,Private room in rental unit,Private room,2,1.0,84.0,365,206,5,6,0.3,977
1290-13 Newly Renovated 2 Bedrooms in UES,162280872,f,Upper East Side,Manhattan,40.7660428,-73.95707809999999,Entire rental unit,Entire home/apt,2,2.0,244.0,365,270,0,237,0.0,558
1290-8 New Renovated 2 Bedrooms in UES,162280872,f,Upper East Side,Manhattan,40.7660428,-73.95707809999999,Entire rental unit,Entire home/apt,4,2.0,244.0,365,319,1,237,0.07,555
1290-6 Newly Renovated 2 Bedrooms in UES,162280872,f,Upper East Side,Manhattan,40.7660428,-73.95707809999999,Entire rental unit,Entire home/apt,4,2.0,244.0,365,337,1,237,0.11,546
City Lights & Comfort1BR Getaway,22503353,f,Castle Hill,Bronx,40.81512279404856,-73.85145330352945,Private room in home,Private room,2,1.0,140.0,365,365,0,1,0.0,266
Bushwick Greene House,542855241,f,Bushwick,Brooklyn,40.693033716432,-73.92490969006012,Entire rental unit,Entire home/apt,4,2.0,250.0,365,269,0,1,0.0,958
Beautiful Townhouse Block,12028820,f,Upper East Side,Manhattan,40.77579902644895,-73.95195650245597,Entire home,Entire home/apt,8,4.0,2000.0,365,20,17,1,0.86,1285
Private Rooms in Prospect Heights (Steps to Park!),518799877,t,Prospect Heights,Brooklyn,40.67827582540743,-73.96425303768575,Private room in rental unit,Private room,2,2.0,322.0,365,356,34,2,2.62,499
Quiet Lower East Side Studio,45315631,f,Lower East Side,Manhattan,40.71924,-73.99072,Entire rental unit,Entire home/apt,2,0.0,195.0,365,145,72,2,3.79,298
One bedroom close to CentralPark,416756899,f,Hell's Kitchen,Manhattan,40.76629,-73.98666,Entire rental unit,Entire home/apt,2,1.0,97.0,365,230,10,10,0.55,538
Your Home Away from Home,130253156,f,Astoria,Queens,40.7611419,-73.9096355,Private room in rental unit,Private room,1,1.0,54.0,365,161,0,1,0.0,219
The Lisa II • Vibe 8729,61391963,t,Upper East Side,Manhattan,40.7708224,-73.9575626,Entire rental unit,Entire home/apt,2,0.0,154.0,365,291,7,141,0.47,531
Well Designed Two Bedroom in Murray Hill Building,22541573,f,Murray Hill,Manhattan,40.74943002323685,-73.98009558588704,Entire rental unit,Entire home/apt,5,2.0,596.0,270,340,0,133,0.0,672
邻近地铁 明亮温馨的卧房-3B,462025910,t,Woodside,Queens,40.75262,-73.90537,Private room in townhouse,Private room,1,1.0,42.0,365,336,6,4,0.31,728
Cozy and Stylish 1 Bedroom Apt in the UWS #6166,113723310,f,Upper West Side,Manhattan,40.78525543038848,-73.97266888176442,Entire rental unit,Entire home/apt,2,1.0,180.0,365,227,4,62,0.25,522
-2Bedroom-Home-,465866457,No info available,Concourse Village,Bronx,40.83394,-73.91296,Entire home,Entire home/apt,7,2.0,81.0,365,269,0,12,0.0,866
PrivateOrange Historic Bungalow,228263278,f,Harlem,Manhattan,40.8246224,-73.947704,Private room in bungalow,Private room,2,1.0,190.0,30,269,0,4,0.0,433
Green Historic Bungalow,228263278,f,Harlem,Manhattan,40.82566382012261,-73.9434495420243,Private room in home,Private room,2,1.0,59.0,30,268,1,4,0.1,410
"Blueground | Midtown E, elevator & building w/d",107434423,f,Midtown,Manhattan,40.7594614,-73.9712201,Entire rental unit,Entire home/apt,2,1.0,386.0,1125,1,0,1054,0.0,484
Work And Play Near Prospect Park,43227930,f,Prospect-Lefferts Gardens,Brooklyn,40.65567213945879,-73.95979018877466,Entire rental unit,Entire home/apt,2,1.0,90.0,90,77,1,1,1.0,781
Haven at Hampton Inn Times Square South!,479247124,f,Hell's Kitchen,Manhattan,40.75724,-73.99236,Room in hotel,Private room,2,1.0,239.0,365,277,532,2,27.1,341
Sweet Family Studio,489957624,f,Midtown,Manhattan,40.7481,-73.98839,Entire rental unit,Entire home/apt,6,0.0,316.0,365,337,46,8,2.39,716
Brooklyn Amazing 2 Bedroom APT.,344545165,f,Canarsie,Brooklyn,40.636952267778085,-73.91793923158352,Entire rental unit,Entire home/apt,3,2.0,96.0,365,202,0,6,0.0,774
Beautiful newly renovated home.,183377855,t,Flushing,Queens,40.7620174,-73.80224419999999,Entire rental unit,Entire home/apt,6,3.0,170.0,365,198,3,1,0.16,301
Room in Whitestone,419620414,f,Flushing,Queens,40.77330869636921,-73.79721193075518,Private room in rental unit,Private room,1,1.0,61.0,365,289,1,1,0.11,407
The perfect Brooklyn 1 bedroom,40744019,f,Williamsburg,Brooklyn,40.7144731,-73.9468816,Private room in rental unit,Private room,2,1.0,160.0,365,269,0,1,0.0,34
"HDTV room, Private Bathroom, gym, laundry, AC #618",3223938,f,Bushwick,Brooklyn,40.69666,-73.91294,Private room in rental unit,Private room,1,5.0,51.0,365,364,0,592,0.0,256
"HDTV room, Private Bathroom, gym, laundry, AC #617",3223938,f,Bushwick,Brooklyn,40.69857,-73.91263,Private room in rental unit,Private room,1,5.0,51.0,365,364,0,592,0.0,256
"HDTV room, Private Bathroom, gym, laundry, AC #616",3223938,f,Bushwick,Brooklyn,40.69653078610342,-73.91267149698882,Private room in rental unit,Private room,1,5.0,51.0,365,269,0,592,0.0,207
"Central Park room, laundry, gym, rooftop #610",3223938,f,Upper West Side,Manhattan,40.80316,-73.96828,Private room in rental unit,Private room,1,4.0,51.0,365,269,0,592,0.0,236
Charming Family Nest,489957624,f,Midtown,Manhattan,40.74681237128886,-73.98884248687365,Entire rental unit,Entire home/apt,6,0.0,363.0,365,321,59,8,3.17,717
Practical Apartment #1333,533234561,f,East Village,Manhattan,40.72372,-73.98641,Entire rental unit,Entire home/apt,2,0.0,134.0,365,192,0,280,0.0,175
Accessible Apartment #283,533234561,f,Hell's Kitchen,Manhattan,40.767301286672,-73.9846392137937,Entire rental unit,Entire home/apt,2,1.0,176.0,365,157,1,280,0.12,195
Convenient Apartment #385,533234561,f,Upper East Side,Manhattan,40.77874,-73.94734,Entire rental unit,Entire home/apt,2,0.0,111.0,365,135,0,280,0.0,189
Classic Apartment #294,533234561,f,Upper East Side,Manhattan,40.77742,-73.95143,Entire rental unit,Entire home/apt,2,0.0,159.0,365,231,0,280,0.0,168
Chelsea Vista II by Rove Travel 2BR PH with Roofto,17775359,t,Chelsea,Manhattan,40.74479840000001,-74.00536129999999,Entire rental unit,Entire home/apt,4,2.0,483.0,730,252,4,88,0.21,814
Chelsea Vista I by Rove Travel 3BR Private Roof,17775359,t,Chelsea,Manhattan,40.74479840000001,-74.00536129999999,Entire rental unit,Entire home/apt,6,3.0,309.0,730,137,3,88,0.16,817
"Crown Heights Utica Av Train, Lincoln Terrace Park",447283837,t,Flatlands,Brooklyn,40.617976494373856,-73.9291590613022,Entire guest suite,Entire home/apt,5,3.0,259.0,28,70,65,9,3.22,1082
Studio Apt in UES near Rockefeller University,2867137,f,Upper East Side,Manhattan,40.77101407826769,-73.95658057036496,Entire rental unit,Entire home/apt,2,0.0,162.0,365,321,0,85,0.0,445
Luxury Waterfront & Statue of Liberty window view,539707920,t,Battery Park City,Manhattan,40.70891591060436,-74.01729826010835,Entire rental unit,Entire home/apt,2,1.0,253.0,35,9,16,2,0.9,1194
Near Ocean/Shopping/Bus/Subway,97084998,f,Bath Beach,Brooklyn,40.60498503921417,-74.00734800380818,Entire home,Entire home/apt,5,2.0,159.0,365,171,0,1,0.0,862
Affordable Cozy Apartment Manhattan,16257970,f,Chinatown,Manhattan,40.71386508615795,-73.99369971048282,Entire rental unit,Entire home/apt,4,2.0,190.0,20,136,0,2,0.0,344
Comfortable Apartment #403,533234561,f,East Village,Manhattan,40.72839,-73.97986,Entire rental unit,Entire home/apt,2,0.0,113.0,365,275,0,280,0.0,164
"Central Park room, laundry, gym, rooftop #609",3223938,f,Upper West Side,Manhattan,40.80196388301177,-73.96619282532222,Private room in rental unit,Private room,1,4.0,57.0,365,348,0,592,0.0,236
"HDTV room, Private Bathroom, gym, laundry, AC #619",3223938,f,Bushwick,Brooklyn,40.69681307394335,-73.91291418154883,Private room in rental unit,Private room,1,5.0,55.0,365,228,1,592,0.63,256
Ahh home,542994892,f,East New York,Brooklyn,40.67283159999999,-73.8881001,Private room in home,Private room,2,2.0,90.0,30,269,0,1,0.0,702
Gorgeous Triplex w/ Roof Deck - Luxury 5 Star Stay,148272313,t,Kips Bay,Manhattan,40.744526813738005,-73.97657186386192,Entire townhouse,Entire home/apt,6,3.0,966.0,365,116,83,2,4.28,1242
Downtown Brooklyn with a view!,4488200,f,Fort Greene,Brooklyn,40.69264886209883,-73.98198144377808,Entire rental unit,Entire home/apt,4,2.0,261.0,365,78,2,1,0.21,200
Blue Oasis: Cosy & Soothing Private Room for You,543039050,t,Sunnyside,Queens,40.7372804,-73.9248528,Private room in rental unit,Private room,2,1.0,93.0,30,61,37,1,4.14,1071
Cozy Guest Suite w/ private bath New furnished,76667010,t,College Point,Queens,40.78218092096193,-73.84197683937674,Private room in home,Private room,2,1.0,115.0,60,246,64,2,3.19,494
Cozy Guest Suite w/ private bath New furnished,76667010,t,College Point,Queens,40.78014307181483,-73.84250174321298,Private room in home,Private room,2,1.0,109.0,50,253,57,2,2.85,499
Real Housewives Star NY Townhome,252866861,f,Upper East Side,Manhattan,40.76461,-73.96459,Entire rental unit,Entire home/apt,8,5.0,16660.0,365,365,0,4,0.0,194
Stay @28 story luxury bldg at NY,252866861,f,Financial District,Manhattan,40.70702,-74.01558,Entire rental unit,Entire home/apt,5,3.0,823.0,365,269,0,4,0.0,532
Pet Friendly/near Ocean/Shop etc,431124723,f,Bath Beach,Brooklyn,40.604654038486416,-74.00722918597347,Entire home,Entire home/apt,5,2.0,179.0,89,251,2,1,0.1,371
Affordable Private Room Manhattan | Blue Bell,259468466,f,Chinatown,Manhattan,40.71382012642742,-73.99444686228817,Private room in rental unit,Private room,2,1.0,93.0,1125,124,41,1,3.23,359
Room Near LGA and Manhattan,539071710,t,East Elmhurst,Queens,40.7670082,-73.8670454,Private room in bed and breakfast,Private room,2,1.0,105.0,365,213,143,1,7.14,239
NYC Quick Stay-Virtual Check In,228263278,f,Harlem,Manhattan,40.82457368800761,-73.94431368780518,Private room in home,Private room,1,1.0,42.0,30,147,0,4,0.0,254
Affordable Small Private Room in Manhattan,243489304,f,Chinatown,Manhattan,40.71423851299267,-73.99438595028067,Private room in rental unit,Private room,2,1.0,109.0,1125,9,14,7,3.47,258
List 2 Hotel King’s Bedroom,16257970,f,Lower East Side,Manhattan,40.71252463939748,-73.99175216130278,Private room in rental unit,Private room,2,1.0,799.0,15,263,0,2,0.0,323
"Blueground | Midtown E, elevator, nr transport",107434423,f,Midtown,Manhattan,40.7594614,-73.9712201,Entire rental unit,Entire home/apt,2,1.0,354.0,1125,310,0,1054,0.0,464
Practical Apartment #407,533234561,f,East Village,Manhattan,40.72879217094958,-73.97813712074505,Entire rental unit,Entire home/apt,2,1.0,108.0,365,215,1,280,0.12,164
Accessible Apartment #497,533234561,f,Hell's Kitchen,Manhattan,40.76669,-73.98768,Entire rental unit,Entire home/apt,2,1.0,152.0,365,322,1,280,0.75,214
Modest Apartment #556,533234561,f,East Village,Manhattan,40.72380539165072,-73.98502525929085,Entire rental unit,Entire home/apt,2,1.0,131.0,365,153,0,280,0.0,231
Modest Apartment #1150,533234561,f,East Village,Manhattan,40.72374,-73.98672,Entire rental unit,Entire home/apt,2,1.0,189.0,365,285,0,280,0.0,254
"24h doorman, W/ gym, Newly renovated",51589519,No info available,Murray Hill,Manhattan,40.7482416,-73.9808043,Entire rental unit,Entire home/apt,2,0.0,225.0,365,311,0,40,0.0,811
Modern Space w/ Private Bath,37984527,t,Cypress Hills,Brooklyn,40.67756649430064,-73.90605375276546,Entire guest suite,Entire home/apt,2,1.0,185.0,28,223,123,1,6.16,1045
4-Bedroom Gem: Your Home by Central Park NYC,538722287,f,Upper West Side,Manhattan,40.79973176027088,-73.96042720453124,Entire rental unit,Entire home/apt,6,4.0,180.0,150,136,56,1,2.86,482
Cozy Private Bedroom in Williamsburg,488855227,f,Williamsburg,Brooklyn,40.70631373301011,-73.95022176879974,Private room in rental unit,Private room,1,1.0,78.0,365,352,0,12,0.0,430
